From	To
Q96QK8	SMIM14
Q08D68	znrf3
Q8TCT6	SPPL3
Q9BYB4	GNB1L
A0AUT1	tchp
P31689	DNAJA1
Q64230	Mep1a
O14874	BCKDK
P78972	slp1
Q8HZ58	CCHCR1
Q2KHU0	PSPH
Q5SPL2	Phf12
Q1JPS6	opn4l
Q3T035	ARPC3
Q80UN9	Trit1
Q2KHM9	KIAA0753
O76878	Rilpl
Q9XWN7	Y43F8C.13
Q5ZK40	SMARCB1
Q99J25	Mrm1
Q6P2Q9	PRPF8
Q08E38	PRPF19
Q99LC8	Eif2b1
Q9D995	Cntd1
Q6DDL7	unc93a
Q29496	CYP3A24
P29026	CHI1
Q64682	GRK2
P51577	P2rx4
Q9P1V8	SAMD15
Q63448	Acox3
A0A1L8HFX9	gas2l2.L
A3KGZ2	ogfod2
Q9Y6J8	STYXL1
Q9JKW1	Timm22
Q5REG1	SART3
O45228	prdh-1
Q9CQK1	Znhit3
Q9NZM6	PKD2L2
Q6GNG8	prkrip1
Q14161	GIT2
A2CEI4	nup88
Q0VAA2	LRRC74A
P70584	Acadsb
A2CEX1	zdhhc8b
Q9CWK3	Cd2bp2
Q13769	THOC5
P52301	ran
Q5SPX1	Ccdc157
Q65Z59	YPEL1
Q8IY37	DHX37
Q8AXV0	SH3GL1
Q29052	ITIH1
P50143	cct3
Q6PH18	nr2f1b
Q8BN59	Larp6
Q99963	SH3GL3
Q6PNC0	Dmxl1
Q13219	PAPPA
Q9Y2Y9	KLF13
P82458	Mid1
O95263	PDE8B
Q60632	Nr2f1
O35943	Fxn
Q8IY18	SMC5
Q13972	RASGRF1
Q29RM3	REEP5
P35448	thbs1
Q9NRW7	VPS45
Q5M868	Gba2
A0JNI4	SRR
Q6TXG9	Sfr1
Q3U827	Rnf180
Q86VS3	IQCH
Q8MJ50	OSTF1
Q96P56	CATSPER2
Q9NUP7	TRMT13
Q90YQ6	rps17
Q7Z4I7	LIMS2
Q8QGX4	PRKDC
P80585	TBCA
P24628	drd2-a
G5ECS8	adt-1
A0A250YGJ5	SIRT6
Q3B8C3	nr2c2ap
P34726	RAS-2
Q865R2	GPX1
Q497V5	Srbd1
P80912	HINT1
Q5RE70	INTS3
Q8BKJ9	Sirt7
P25705	ATP5F1A
Q1JPJ2	XPNPEP1
Q1LZA0	PIGB
Q3UKU1	Ell2
Q3T8J9	GON4L
Q8BGZ3	Dcaf12
Q9MZ03	CD38
Q568D2	cfap161
Q28104	COPE
P82908	KGD4
Q2F5J3	Pym
P86229	KRTCAP2
P00541	V-FPS
Q8R0J8	Idnk
Q8IW50	FAM219A
Q7Z401	DENND4A
Q1HPK6	tef2
F4JTS8	NOV
F1Q749	dkc1
Q9DBN9	Ddx59
Q9JHS4	Clpx
P24367	PPIB
A2BEA6	arid3a
P33198	IDH2
P17439	Gba1
A0A2B4SES9	STING3
O76840	mig-6
B7MIH3	ghrA
Q6NZ07	ncln
Q5T089	MORN1
Q5R416	CTNNA2
A8VU90	Ankle1
O35857	Timm44
Q9Y3Q4	HCN4
Q9Y3U8	RPL36
P36506	Map2k2
P24369	Ppib
Q02366	NDUFA6
Q8BUM3	Ptpn7
Q6ZRH7	CATSPERG
Q503I9	tent2
Q7TSS2	Ube2q1
Q99856	ARID3A
Q63251	Foxd1
Q5M7E9	hvcn1
P98156	Vldlr
Q5ZIQ3	HNRNPK
Q5FW37	apip
Q55DW4	abcG1
Q5E9E4	SSR2
A1L271	gnb5a
Q9UJZ1	STOML2
A0JMK9	chaf1a
O95363	FARS2
F1RCY6	upf1
Q5U231	zfr
Q5E9V4	METTL25B
Q80TE3	Marchf4
Q5F3D7	UTP15
Q9Z160	Cog1
Q9H857	NT5DC2
B4GFJ8	Ras85D
Q6NSJ0	MYORG
Q9Z309	Cib2
Q8JG64	PDIA3
A1L3F4	mex3b
Q7ZYC4	acsbg2
Q5ZK35	METTL14
Q5XIC4	Spg21
P54132	BLM
Q9D4F8	Tubgcp4
Q5EAD5	PGGT1B
P62753	RPS6
P50904	Rasa1
Q6DH02	mrpl24
Q8CG80	Shf
Q9UHI7	SLC23A1
Q8VEF1	Gramd1a
A2AM29	Mllt3
Q9UPW5	AGTPBP1
Q7L8A9	VASH1
Q6AZN6	pik3c3
Q5T1C6	THEM4
Q6DIE2	ncbp1
E1BNS6	SPAG8
B0K3L3	rplT
Q9VLU6	Sirup
Q02375	NDUFS4
Q6VVX2	CERT1
Q1RMR0	POLR3GL
P50211	ISL1
A0A0R4IFG5	cfap53
Q9ESW8	Pgpep1
Q2KJE4	ETFA
A6H8Z2	FAM221B
P59016	Vps33b
Q03601	nhl-1
A4IF78	TNFAIP8
Q6TFL3	CCDC171
Q9JME5	Ap3b2
Q8NC69	KCTD6
Q63041	A1m
Q96DH6	MSI2
Q9CR47	Nsa2
O95163	ELP1
A0JMA9	katnal2
Q9D534	Zc2hc1b
Q3UVC0	Ksr2
Q0BYD7	rpsK
Q6ZPY2	Smg5
P42026	NDUFS7
A4UTP7	MEF2C
Q6P161	MRPL54
Q8WXG9	ADGRV1
Q9GZX3	CHST6
Q9BXW7	HDHD5
Q92005	eef1a
Q3UVK0	Ermp1
Q7SY06	hacd3
Q9UMX0	UBQLN1
Q27975	HSPA1A
Q24322	Sema1a
Q9Y6G5	COMMD10
Q9Z123	Sema4f
Q3UZD5	Prdm6
Q2TBW7	SNX2
P20815	CYP3A5
P33268	CYP3A8
Q0VBZ0	CSK
A2Q0Z1	HSPA8
Q29RH3	NUDT12
O14646	CHD1
P38942	cat2
P51538	Cyp3a9
Q9JMA7	Cyp3a41a
Q9JMA7	Cyp3a41b
Q6DFB8	ttc37
O08740	Polr2j
Q8BP47	Nars1
Q96S82	UBL7
P10731	PAM
Q9VDR1	MED25
Q6IRP0	rnf126-b
Q3EAQ5	ZIFL2
Q9UBB5	MBD2
A0JN62	CEP120
Q8BHT7	Rgp1
Q810V0	Mphosph10
Q5BK68	Snapc3
Q8K2V6	Ipo11
Q2XQV4	ALDH2
Q96M60	FAM227B
Q56A10	Znf608
P05091	ALDH2
P11031	Sub1
A4Q9E8	Ttll6
Q28661	PROC
Q9W6S8	smn1
Q9QY53	Nphp1
Q66JT5	Tpgs2
Q92048	wnt2
Q6AYP6	Saxo1
P46940	IQGAP1
Q16566	CAMK4
P70473	Amacr
Q2KJJ9	FBP2
Q61532	Mapk6
P98198	ATP8B2
Q3ZCK9	PSMA4
P12890	pam-b
Q7Z2Z2	EFL1
Q26263	dpn
Q6AX53	glmp-a
Q99PA3	BSG
Q9D0R2	Tars1
Q5VT52	RPRD2
Q25197	HTK7
Q712K3	UBE2R2
Q5ZK44	ARB2A
Q6K1J1	UGT2B31
P43424	Galt
P36514	UGT2C1
O35239	Ptpn9
P20911	cdk7
I6V1W0	bmb
Q03249	Galt
E9PV86	Mctp1
Q6NUT3	MFSD12
Q9D9Z5	Dda1
Q27HK4	MTX1
Q2KIZ3	MCEE
Q9GL27	TBXT
Q8JFW4	adat3
Q5VST6	ABHD17B
P35462	DRD3
Q3KNY5	Riiad1
Q9VWH4	Idh3a
Q6PHE8	ccdc124
E7FGT5	focad
Q9BRQ0	PYGO2
Q7TMM8	Parp16
Q9ESJ4	Nckipsd
Q9Y6X3	MAU2
Q5ZIG3	SLC25A46
Q28CE7	slc30a5
Q3U829	Ap5z1
P33723	ypt-1
Q75N90	FBN3
P20269	ceh-5
Q6IQT4	cops2
A0AVT1	UBA6
A7RSH7	v1g240395
Q86YP4	GATAD2A
Q59HJ6	LONP1
A0A8J8	ANGPT2
P70615	Lmnb1
Q7TMA5	Apob
D4B2L8	ARB_02626
Q9CRB0	Snx24
G1U0Q2	RPS15
O95149	SNUPN
Q8IU60	DCP2
Q6CQW6	FMP52
B0VYX7	COX5A
P34329	C14B9.2
Q9Y6I4	USP3
Q9QYV8	Polg
P80311	PPIB
Q6NRK9	ccnq
Q8TEQ8	PIGO
P41114	TPM1
Q99735	MGST2
O00303	EIF3F
P49419	ALDH7A1
Q6PCX7	Rgma
D3ZQF9	Alox12e
Q1EG27	Myo3b
Q62441	Tle4
Q9BUI4	POLR3C
Q5M8V2	nudt17
P50583	NUDT2
Q95KV7	NDUFA13
Q62763	Csnk1g3
Q7ZTZ2	rsl24d1
P82922	DAP3
Q8CFI0	Nedd4l
Q5ZJD3	LSG1
Q7TT79	Mcph1
O08949	Gtf2a1
P37380	RPL17
A2A2Y4	FRMD3
Q9Y3D8	AK6
Q9HCF6	TRPM3
Q96SY0	INTS14
Q8WUQ7	CACTIN
E0CZ16	Klhl3
Q9DCT6	Bacc1
Q6DBR9	kxd1
Q1LWH4	fan1
Q99M02	Marchf2
Q5RC24	UQCRB
B2RUR8	Otud7b
Q32LQ4	bhmt
Q4R8R3	CCDC112
A2AM05	Cntln
Q8VE09	Ttc39c
O15945	tgo
P60840	Ensa
Q9QWW1	Homer2
Q8BUN9	Slc24a2
Q9CRA5	Golph3
P0C6P5	Arhgef28
Q9R1P4	Psma1
Q5TYW4	nbas
Q9UI17	DMGDH
Q9DE46	pola1
Q6DRL5	mybbp1a
Q8CH02	Sugp1
O75928	PIAS2
P24043	LAMA2
Q12965	MYO1E
Q2NLB0	khdc4
Q9BY12	SCAPER
Q6NTJ7	slc50a1
P59889	slc39a1
Q62862	Map2k5
Q569Z5	Ddx46
Q7YTC2	otp
B5X1G3	gpr89
Q8RYE9	At2g33255
Q8IUZ0	LRRC49
Q9I4G8	loxA
Q8K021	Scamp1
P51813	BMX
B2RW38	Cfap58
Q5ZIG2	SLU7
I6LDA6	ipgm-1
Q8R3N1	Nop14
Q5ZHS0	ABRAXAS1
P33731	SRP72
Q9M0R5	ATL36
P31401	VHA55
Q7ZV90	pif1
Q6P816	ykt6
P34947	GRK5
Q5R4M8	ALDH18A1
Q58CS7	CHMP3
Q5EA43	SFXN2
Q8C156	Ncaph
H3BCW1	adprs
Q91288	FGFR4
Q6PBN5	aup1
Q9IAV3	hhex
Q6PD19	Armh3
Q9DBV3	Dhx34
A1L2U9	zbtb8a.1-b
O94864	SUPT7L
P61257	RPL26
A8E7C5	inpp5f
O46419	LIPT1
Q9GZN8	ADISSP
Q6GLJ0	slc25a28-a
Q9MAU5	At1g04970
Q2TBT5	RNASEH2A
P70399	Tp53bp1
Q86Y37	CACUL1
Q32M84	BTBD16
E9PVX6	Mki67
Q9NQZ5	STARD7
Q969Q5	RAB24
Q9NTM9	CUTC
Q08C76	ssuh2
O17185	sup-9
E9Q236	Abcc4
Q5BJP5	Tmem230
Q63028	Add1
Q14185	DOCK1
Q8CGF7	Tcerg1
Q9VD92	Archease
Q9MZD1	SLC17A5
Q6INC8	slc17a7
Q5S007	LRRK2
Q8JJ64	hmx3
A7SA47	v1g168210
Q8BUL6	Plekha1
Q8BP78	Fra10ac1
Q283Q6	dbf4b
Q8AW42	slc39a13
Q28E28	ppp1r3b
Q1LZE1	KCMF1
F1R4Y7	cep83
P18460	FGFR3
P52792	Gck
Q2TBI1	NSMCE4A
Q8R087	B4galt7
Q9H013	ADAM19
Q0VCR1	RTF2
Q99LZ3	Gins4
Q9UMX1	SUFU
Q6GLB9	emx1
A2TLM1	RPIA
A7SK48	v1g190699
Q5ZLL8	GPAT3
Q9GZV8	PRDM14
E9Q6J5	Bod1l
Q10B63	FAHD2
Q9LMG7	PAP2
Q99K43	Prc1
Q8QHI3	arl3
Q05195	MXD1
A6QQ47	VPS51
Q80UG1	Fads6
Q6VVD7	sox8
Q3TZI6	Ccnj
P49354	FNTA
P30974	TkR86C
Q3T0S0	TMEM128
Q8WY21	SORCS1
Q925N0	Sfxn5
Q8N371	KDM8
Q708S8	asic1b
Q9UHX1	PUF60
Q7Z6R9	TFAP2D
Q3TWN3	Cnnm2
Q0VCJ7	RERG
Q6P7W0	Senp6
Q8BJM3	R3hcc1l
J9VHE9	UHF1
Q5ZKD5	RRP12
Q9YHB5	ncapg
Q9CYR6	Pgm3
Q9R0D8	Wdr54
P70118	PDX1
Q18775	dop-4
Q9UGI0	ZRANB1
Q4KM79	Dusp11
P09070	hoxb4
O75494	SRSF10
Q9D119	Ppp1r27
Q7M323	PLG
Q9DGM7	mvp
Q9LXF8	AVT1J
Q95JJ0	POMK
Q63398	Ebf1
A8E7G4	dennd10
Q5E9S2	NFYA
Q80X19	Col14a1
Q804S6	emx1
O69060	htxA
Q58DA0	PSMD4
O46644	CELA1
Q8BTQ0	PcgF3
Q8BZW8	Nhlrc2
Q7L273	KCTD9
Q5F450	PAN2
Q8IYW2	CFAP46
Q6ZQN7	SLCO4C1
Q8C6K9	Col6a6
Q0MW30	Neurl1b
A6NMZ7	COL6A6
O94844	RHOBTB1
Q298P4	Pde6
A2ANX9	Znf711
P08154	Egr1
Q5ZK33	LETM1
P05099	MATN1
Q6DIY3	ppp2r2d
Q1EQW7	ldb2
Q9UGP5	POLL
Q38961	SNM1
P11348	Qdpr
Q5ZJJ8	UBLCP1
Q3SWX2	ACOT9
Q7TT36	Adgra3
Q99NF1	Bco2
Q9D0U9	Arv1
Q5VJS5	Dnaaf4
P50129	HTR2A
A5D794	GAPVD1
Q8R0I4	Tm2d2
Q922L6	Nelfcd
O77784	IDH3B
Q6NYD4	mak16
Q9YGP6	slbp2
Q767K6	DHX16
Q61823	Pdcd4
Q6PCJ1	dctn1
Q2M1K5	Pced1b
D6REC4	CFAP99
Q6PE18	pi4k2a
Q5EA55	GOLGA7
Q6GX84	Fignl1
Q6GLT8	fahd2
Q3ZCF5	OAT
P41564	IDH3G
Q9H7T0	CATSPERB
P00504	GOT1
Q49AM3	TTC31
Q5PPX5	rnf170
Q2KIP2	HASPIN
Q0IJ33	tmem129
P67962	CSNK1A1
Q32LQ6	mfsd1
Q6NTV9	nhp2
Q9H5P4	PDZD7
Q1L8X9	slc17a8
Q99L00	Haus8
Q3KR73	Kansl3
Q6A051	Atrnl1
Q8N9F7	GDPD1
Q6IND7	lrp2bp
Q6GLR6	fgf1
Q15544	TAF11
Q5ZIZ2	SMYD5
Q9UK59	DBR1
Q99KL7	Rab28
O43301	HSPA12A
Q9GR88	ERF1
A5D992	SPRY1
Q800K6	topbp1-A
Q5ZLG8	TAPT1
Q9Y5R2	MMP24
Q5ZMV3	DR1
Q4R3G4	RNF17
A8E5W8	cimip2b
Q9QZS2	Rnf4
Q6DIF4	wdr1
P52732	KIF11
P40692	MLH1
Q9P2W9	STX18
Q90788	NKX-2.5
B7ZC77	Ctnna2
Q9NZM1	MYOF
P13086	Suclg1
Q9BZH6	WDR11
Q5XJ54	glrx3
Q9JJG9	Noa1
Q6INN8	samhd1
Q0IHY4	tbc1d12
Q8R3B7	Brd8
P0AF49	yjbQ
F1Q4R9	meox1
Q6DG43	ubtd2
Q3URV1	Tbc1d32
A2AAY5	Sh3pxd2b
Q9D172	Gatd3
Q5U4F6	Dync2i2
O96028	NSD2
Q5ZLT0	XPO7
Q494W8	CHRFAM7A
Q80UM7	Mogs
A8WQK3	acr-16
P32297	CHRNA3
Q9SVG0	AVT3C
P49256	LMAN2
P97931	Ung
Q2EG98	Pkd1l3
P54185	a5
Q8NB25	FAM184A
Q32KV6	SIL1
Q6R5A3	Trpv1
Q9R1W3	Rnf103
A7Z035	CLINT1
Q9NQW7	XPNPEP1
Q6PBU0	fam136a
Q7TT23	Dnaaf9
A0A3B6UES5	VIN1
D3ZV31	Zcchc4
Q7L5Y9	MAEA
Q9HD40	SEPSECS
Q0IHQ8	stk10
Q8CCN1	Nlrp10
Q99614	TTC1
P55772	Entpd1
O15034	RIMBP2
Q7TN31	Aggf1
Q9Z1Z1	Eif2ak3
Q6PBQ2	chmp7
P23475	Xrcc6
Q8N7B6	PACRGL
Q29RL1	CFAP206
O43143	DHX15
Q3TX08	Trmt1
Q0VD50	NMNAT1
Q7JQD3	AM
Q7SXN4	cpeb4
Q6NXK8	Asic1
Q9QYZ9	Prss30
Q08DG6	COX15
Q5FVR4	Eri1
Q9VIH7	sky
Q5EA50	RABEPK
Q6GNY7	ppt2-b
O43464	HTRA2
P23591	Gfus
Q8C9S4	Ccdc186
Q16651	PRSS8
Q9UKB1	FBXW11
Q9Y2D4	EXOC6B
P61162	ACTR1A
O93309	smc3
Q9D0B6	Pbdc1
Q6PEM8	Slc46a1
Q9NZI2	KCNIP1
O19071	MGAT2
O94941	UBOX5
Q9LPC6	KINUB
O43156	TTI1
A7MBD1	CDC25A
B2LU20	SFXN1
Q9D6K7	Ttc33
Q14690	PDCD11
Q9BST9	RTKN
Q96NC0	ZMAT2
Q14642	INPP5A
Q8VI84	Noc3l
Q6PI53	med24
Q9H8W5	TRIM45
Q9D6Z1	Nop56
Q8CI43	Myl6b
Q9PTL2	SPRY2
Q0VCA0	FGF18
Q27245	lap-2
Q6SJP8	fgf17
O75643	SNRNP200
Q8R3N6	Thoc1
P10675	FAS1
D3ZAT9	Faxc
Q8VCD6	Reep2
Q6NZC7	Sec23ip
Q3ZC24	MARCHF5
Q7SYE0	atg13
Q6TEN6	wdr91
H9D1R1	Txndc12
Q9H871	RMND5A
Q6GNI0	bccip
Q6DHV7	MAPDA
Q08DD7	SNX11
Q4G055	Rnpc3
Q8K368	Fanci
Q5ZJK8	CCT7
Q3ZCH0	HSPA9
Q99895	CTRC
O35382	Exoc4
F1N9S8	CARNMT1
Q61586	Gpam
Q9STS3	APC8
Q9Y6Z7	COLEC10
Q8CDG5	Crebrf
Q08288	Lyar
A1L258	d2hgdh
A0A1L8GXY4	cfap43
Q5ZJT0	SUPV3L1
Q99704	DOK1
Q5RA03	SHTN1
Q6NY77	zgc:77082
Q2W6V3	prfA
Q8R1V4	Tmed4
O14639	ABLIM1
Q9PW71	DUSP4
Q708S7	asic1a
O14924	RGS12
Q5RD78	HECTD2
A5PJW8	POLR2B
Q969X5	ERGIC1
Q62302	Tex261
Q5ZIX8	KDM3A
Q7ZYP6	mcmbp
Q8WU08	STK32A
Q9Y227	ENTPD4
A6H7G2	DBNL
Q62849	Pcsk7
P55075	FGF8
Q01085	TIAL1
A0JPG1	fhip2a
P28738	Kif5c
Q9VBP3	Tnks
Q54UC9	kif3
Q708S3	asic4b
P24585	deg-1
Q8VIJ5	Oga
Q5XFW6	Wdr6
A0M5C6	obg
O94903	PLPBP
F1QN54	kif3b
Q3UJZ3	Armc7
P82917	MRPS18C
Q4R7D3	SAXO1
Q9JM04	Ipo13
Q8K194	Snrnp27
Q7TS68	Nsun6
Q05AU4	mmgt1-b
Q7ZWF4	rnf145
Q5R9R1	EDRF1
Q95K68	RGS8
Q3SZZ7	FGL1
