,Sub_cell_type,Broad_cell_type
2_CELL23250_N1,NE_3,"NE, Neural cell"
2_CELL23280_N1,GA_1,"GA, Gastrodermal cell"
2_CELL23296_N1,GA_3,"GA, Gastrodermal cell"
2_CELL23313_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23326_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23342_N1,GA_2,"GA, Gastrodermal cell"
2_CELL23344_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23397_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL23405_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23409_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23413_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL23435_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL23447_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL23459_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL23475_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL23486_N1,GL_1,"GL, Gland cell"
2_CELL23499_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL23525_N1,GA_4,"GA, Gastrodermal cell"
2_CELL23535_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL23540_N1,GA_1,"GA, Gastrodermal cell"
2_CELL23541_N1,GA_2,"GA, Gastrodermal cell"
2_CELL23543_N1,GA_1,"GA, Gastrodermal cell"
2_CELL23561_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23570_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL23571_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23599_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL23608_N1,SG_1,"SG, Stem/Germline cell"
2_CELL23609_N1,HA,"HA, Hair cell"
2_CELL23610_N1,NE_1,"NE, Neural cell"
2_CELL23614_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL23617_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL23618_N1,GL_3,"GL, Gland cell"
2_CELL23625_N1,SG_1,"SG, Stem/Germline cell"
2_CELL23630_N1,NE_2,"NE, Neural cell"
2_CELL23638_N1,NE_1,"NE, Neural cell"
2_CELL23670_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL23673_N1,GL_1,"GL, Gland cell"
2_CELL23720_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL23721_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23752_N1,SG_3,"SG, Stem/Germline cell"
2_CELL23760_N1,SG_3,"SG, Stem/Germline cell"
2_CELL23771_N1,GA_1,"GA, Gastrodermal cell"
2_CELL23772_N1,GL_2,"GL, Gland cell"
2_CELL23776_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL23777_N1,SG_2,"SG, Stem/Germline cell"
2_CELL23779_N1,SG_2,"SG, Stem/Germline cell"
2_CELL23798_N1,GA_3,"GA, Gastrodermal cell"
2_CELL23800_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL23821_N1,GA_1,"GA, Gastrodermal cell"
2_CELL23824_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23860_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL23878_N1,NE_2,"NE, Neural cell"
2_CELL23881_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL23905_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL23908_N1,GA_1,"GA, Gastrodermal cell"
2_CELL23911_N1,GL_2,"GL, Gland cell"
2_CELL23914_N1,SG_3,"SG, Stem/Germline cell"
2_CELL23955_N1,GA_1,"GA, Gastrodermal cell"
2_CELL23960_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL23971_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL23991_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL23992_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL24023_N1,HA,"HA, Hair cell"
2_CELL24031_N1,GA_3,"GA, Gastrodermal cell"
2_CELL24043_N1,NE_1,"NE, Neural cell"
2_CELL24047_N1,HA,"HA, Hair cell"
2_CELL24060_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL24065_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL24066_N1,GA_2,"GA, Gastrodermal cell"
2_CELL24067_N1,GA_3,"GA, Gastrodermal cell"
2_CELL24075_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL24097_N1,GL_1,"GL, Gland cell"
2_CELL24116_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL24131_N1,GA_3,"GA, Gastrodermal cell"
2_CELL24147_N1,NE_2,"NE, Neural cell"
2_CELL24150_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24162_N1,HA,"HA, Hair cell"
2_CELL24164_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL24171_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL24173_N1,GA_1,"GA, Gastrodermal cell"
2_CELL24245_N1,GA_3,"GA, Gastrodermal cell"
2_CELL24252_N1,GL_2,"GL, Gland cell"
2_CELL24258_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL24259_N1,GL_1,"GL, Gland cell"
2_CELL24272_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL24310_N1,GL_1,"GL, Gland cell"
2_CELL24311_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24322_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL24323_N1,GA_2,"GA, Gastrodermal cell"
2_CELL24343_N1,NE_3,"NE, Neural cell"
2_CELL24347_N1,HA,"HA, Hair cell"
2_CELL24370_N1,HA,"HA, Hair cell"
2_CELL24393_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL24396_N1,NE_3,"NE, Neural cell"
2_CELL24412_N1,HA,"HA, Hair cell"
2_CELL24422_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL24423_N1,GA_3,"GA, Gastrodermal cell"
2_CELL24437_N1,GA_4,"GA, Gastrodermal cell"
2_CELL24439_N1,NE_2,"NE, Neural cell"
2_CELL24458_N1,NE_1,"NE, Neural cell"
2_CELL24468_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL24478_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24488_N1,GA_3,"GA, Gastrodermal cell"
2_CELL24498_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL24520_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24551_N1,HA,"HA, Hair cell"
2_CELL24558_N1,GA_1,"GA, Gastrodermal cell"
2_CELL24575_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL24578_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24582_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24615_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL24620_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL24629_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL24632_N1,GA_3,"GA, Gastrodermal cell"
2_CELL24656_N1,NE_3,"NE, Neural cell"
2_CELL24658_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24665_N1,GA_3,"GA, Gastrodermal cell"
2_CELL24680_N1,GA_2,"GA, Gastrodermal cell"
2_CELL24681_N1,GA_1,"GA, Gastrodermal cell"
2_CELL24688_N1,GA_2,"GA, Gastrodermal cell"
2_CELL24694_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24698_N1,GL_1,"GL, Gland cell"
2_CELL24699_N1,HA,"HA, Hair cell"
2_CELL24705_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL24722_N1,NE_4,"NE, Neural cell"
2_CELL24730_N1,NE_3,"NE, Neural cell"
2_CELL24757_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL24768_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL24795_N1,NE_3,"NE, Neural cell"
2_CELL24801_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24811_N1,NE_3,"NE, Neural cell"
2_CELL24817_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24818_N1,GL_1,"GL, Gland cell"
2_CELL24849_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24856_N1,NE_1,"NE, Neural cell"
2_CELL24883_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24886_N1,HA,"HA, Hair cell"
2_CELL24893_N1,NE_1,"NE, Neural cell"
2_CELL24900_N1,NE_1,"NE, Neural cell"
2_CELL24918_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL24920_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24935_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL24939_N1,GL_2,"GL, Gland cell"
2_CELL24940_N1,SG_2,"SG, Stem/Germline cell"
2_CELL24956_N1,GA_1,"GA, Gastrodermal cell"
2_CELL24957_N1,NE_2,"NE, Neural cell"
2_CELL24971_N1,GA_4,"GA, Gastrodermal cell"
2_CELL24984_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL25002_N1,NE_3,"NE, Neural cell"
2_CELL25012_N1,GA_3,"GA, Gastrodermal cell"
2_CELL25018_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL25021_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL25025_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25040_N1,NE_1,"NE, Neural cell"
2_CELL25045_N1,NE_3,"NE, Neural cell"
2_CELL25052_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL25079_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL25093_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL25095_N1,NE_2,"NE, Neural cell"
2_CELL25097_N1,SG_2,"SG, Stem/Germline cell"
2_CELL25106_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL25112_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL25118_N1,NE_1,"NE, Neural cell"
2_CELL25121_N1,SG_1,"SG, Stem/Germline cell"
2_CELL25123_N1,GA_1,"GA, Gastrodermal cell"
2_CELL25133_N1,GA_3,"GA, Gastrodermal cell"
2_CELL25135_N1,NE_4,"NE, Neural cell"
2_CELL25149_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL25157_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25161_N1,HA,"HA, Hair cell"
2_CELL25192_N1,SG_4,"SG, Stem/Germline cell"
2_CELL25203_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL25206_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL25213_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL25214_N1,HA,"HA, Hair cell"
2_CELL25218_N1,GA_1,"GA, Gastrodermal cell"
2_CELL25225_N1,SG_4,"SG, Stem/Germline cell"
2_CELL25227_N1,NE_2,"NE, Neural cell"
2_CELL25238_N1,NE_1,"NE, Neural cell"
2_CELL25255_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL25268_N1,NE_3,"NE, Neural cell"
2_CELL25287_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL25289_N1,NE_1,"NE, Neural cell"
2_CELL25316_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL25335_N1,NE_1,"NE, Neural cell"
2_CELL25341_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL25369_N1,HA,"HA, Hair cell"
2_CELL25373_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL25383_N1,GA_5,"GA, Gastrodermal cell"
2_CELL25408_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL25435_N1,GA_2,"GA, Gastrodermal cell"
2_CELL25440_N1,GA_3,"GA, Gastrodermal cell"
2_CELL25481_N1,NE_1,"NE, Neural cell"
2_CELL25487_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25494_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25501_N1,GA_2,"GA, Gastrodermal cell"
2_CELL25502_N1,GA_5,"GA, Gastrodermal cell"
2_CELL25503_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25505_N1,NE_1,"NE, Neural cell"
2_CELL25514_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25516_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL25538_N1,GA_4,"GA, Gastrodermal cell"
2_CELL25544_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL25559_N1,GA_1,"GA, Gastrodermal cell"
2_CELL25584_N1,GL_2,"GL, Gland cell"
2_CELL25593_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL25597_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL25603_N1,NE_1,"NE, Neural cell"
2_CELL25612_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL25619_N1,NE_2,"NE, Neural cell"
2_CELL25622_N1,GA_1,"GA, Gastrodermal cell"
2_CELL25631_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL25634_N1,GA_4,"GA, Gastrodermal cell"
2_CELL25644_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL25655_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25660_N1,GA_4,"GA, Gastrodermal cell"
2_CELL25662_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25668_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25682_N1,GL_2,"GL, Gland cell"
2_CELL25689_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL25726_N1,GL_2,"GL, Gland cell"
2_CELL25731_N1,GA_2,"GA, Gastrodermal cell"
2_CELL25733_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25752_N1,GA_3,"GA, Gastrodermal cell"
2_CELL25753_N1,GA_3,"GA, Gastrodermal cell"
2_CELL25763_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25774_N1,GL_1,"GL, Gland cell"
2_CELL25775_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL25777_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL25781_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL25782_N1,GA_5,"GA, Gastrodermal cell"
2_CELL25816_N1,GA_1,"GA, Gastrodermal cell"
2_CELL25819_N1,HA,"HA, Hair cell"
2_CELL25830_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL25836_N1,GA_2,"GA, Gastrodermal cell"
2_CELL25839_N1,GA_2,"GA, Gastrodermal cell"
2_CELL25855_N1,GA_3,"GA, Gastrodermal cell"
2_CELL25856_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL25859_N1,NE_3,"NE, Neural cell"
2_CELL25889_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL25892_N1,GA_4,"GA, Gastrodermal cell"
2_CELL25910_N1,GA_3,"GA, Gastrodermal cell"
2_CELL25921_N1,GA_1,"GA, Gastrodermal cell"
2_CELL25922_N1,GA_4,"GA, Gastrodermal cell"
2_CELL25925_N1,GA_1,"GA, Gastrodermal cell"
2_CELL25951_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL25957_N1,SG_1,"SG, Stem/Germline cell"
2_CELL25965_N1,GA_3,"GA, Gastrodermal cell"
2_CELL25978_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL25979_N1,GL_1,"GL, Gland cell"
2_CELL25980_N1,SG_3,"SG, Stem/Germline cell"
2_CELL25988_N1,HA,"HA, Hair cell"
2_CELL25996_N1,NE_3,"NE, Neural cell"
2_CELL25999_N1,GA_4,"GA, Gastrodermal cell"
2_CELL26009_N1,NE_1,"NE, Neural cell"
2_CELL26010_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL26034_N1,GA_1,"GA, Gastrodermal cell"
2_CELL26044_N1,GA_1,"GA, Gastrodermal cell"
2_CELL26052_N1,NE_2,"NE, Neural cell"
2_CELL26097_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26115_N1,SG_2,"SG, Stem/Germline cell"
2_CELL26120_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26135_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26138_N1,NE_1,"NE, Neural cell"
2_CELL26150_N1,GL_1,"GL, Gland cell"
2_CELL26154_N1,SG_2,"SG, Stem/Germline cell"
2_CELL26157_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL26170_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL26178_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL26187_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL26196_N1,SG_2,"SG, Stem/Germline cell"
2_CELL26199_N1,GA_4,"GA, Gastrodermal cell"
2_CELL26200_N1,NE_2,"NE, Neural cell"
2_CELL26203_N1,NE_3,"NE, Neural cell"
2_CELL26206_N1,GA_1,"GA, Gastrodermal cell"
2_CELL26232_N1,NE_2,"NE, Neural cell"
2_CELL26264_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL26269_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL26277_N1,GA_2,"GA, Gastrodermal cell"
2_CELL26283_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26301_N1,GA_2,"GA, Gastrodermal cell"
2_CELL26311_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26317_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL26318_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26320_N1,GA_5,"GA, Gastrodermal cell"
2_CELL26325_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26330_N1,GA_4,"GA, Gastrodermal cell"
2_CELL26333_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26338_N1,GA_2,"GA, Gastrodermal cell"
2_CELL26342_N1,GA_3,"GA, Gastrodermal cell"
2_CELL26349_N1,GA_5,"GA, Gastrodermal cell"
2_CELL26357_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26358_N1,GA_1,"GA, Gastrodermal cell"
2_CELL26376_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26379_N1,GA_3,"GA, Gastrodermal cell"
2_CELL26392_N1,GA_2,"GA, Gastrodermal cell"
2_CELL26394_N1,SG_2,"SG, Stem/Germline cell"
2_CELL26418_N1,GA_4,"GA, Gastrodermal cell"
2_CELL26429_N1,GA_1,"GA, Gastrodermal cell"
2_CELL26435_N1,GL_1,"GL, Gland cell"
2_CELL26478_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26484_N1,NE_4,"NE, Neural cell"
2_CELL26511_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL26518_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL26523_N1,NE_1,"NE, Neural cell"
2_CELL26549_N1,HA,"HA, Hair cell"
2_CELL26562_N1,GA_4,"GA, Gastrodermal cell"
2_CELL26580_N1,NE_1,"NE, Neural cell"
2_CELL26590_N1,GA_2,"GA, Gastrodermal cell"
2_CELL26601_N1,GA_2,"GA, Gastrodermal cell"
2_CELL26605_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26610_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26611_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL26612_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26628_N1,NE_1,"NE, Neural cell"
2_CELL26629_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL26630_N1,GA_2,"GA, Gastrodermal cell"
2_CELL26631_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26636_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26638_N1,NE_4,"NE, Neural cell"
2_CELL26651_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26655_N1,GA_1,"GA, Gastrodermal cell"
2_CELL26656_N1,NE_1,"NE, Neural cell"
2_CELL26663_N1,NE_2,"NE, Neural cell"
2_CELL26683_N1,HA,"HA, Hair cell"
2_CELL26699_N1,NE_2,"NE, Neural cell"
2_CELL26702_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26716_N1,NE_4,"NE, Neural cell"
2_CELL26717_N1,GA_5,"GA, Gastrodermal cell"
2_CELL26718_N1,GA_4,"GA, Gastrodermal cell"
2_CELL26741_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26751_N1,GA_3,"GA, Gastrodermal cell"
2_CELL26754_N1,NE_2,"NE, Neural cell"
2_CELL26763_N1,GL_2,"GL, Gland cell"
2_CELL26776_N1,SG_1,"SG, Stem/Germline cell"
2_CELL26803_N1,GA_1,"GA, Gastrodermal cell"
2_CELL26806_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL26821_N1,NE_2,"NE, Neural cell"
2_CELL26826_N1,GA_3,"GA, Gastrodermal cell"
2_CELL26830_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL26839_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL26864_N1,GA_4,"GA, Gastrodermal cell"
2_CELL26878_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL26885_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL26888_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL26905_N1,NE_3,"NE, Neural cell"
2_CELL26916_N1,NE_1,"NE, Neural cell"
2_CELL26918_N1,GA_3,"GA, Gastrodermal cell"
2_CELL26924_N1,GL_1,"GL, Gland cell"
2_CELL26930_N1,GA_4,"GA, Gastrodermal cell"
2_CELL26932_N1,GA_2,"GA, Gastrodermal cell"
2_CELL26947_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL26951_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL26972_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27018_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL27023_N1,SG_2,"SG, Stem/Germline cell"
2_CELL27028_N1,GA_2,"GA, Gastrodermal cell"
2_CELL27055_N1,GA_3,"GA, Gastrodermal cell"
2_CELL27062_N1,GA_1,"GA, Gastrodermal cell"
2_CELL27071_N1,NE_2,"NE, Neural cell"
2_CELL27077_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL27078_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27097_N1,GA_3,"GA, Gastrodermal cell"
2_CELL27098_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27131_N1,CN_2,"CN, Cnidocytes/Nematocyte cell"
2_CELL27134_N1,GA_2,"GA, Gastrodermal cell"
2_CELL27138_N1,GA_1,"GA, Gastrodermal cell"
2_CELL27145_N1,HA,"HA, Hair cell"
2_CELL27155_N1,GA_2,"GA, Gastrodermal cell"
2_CELL27156_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27205_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27206_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27207_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL27219_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27220_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27221_N1,SG_4,"SG, Stem/Germline cell"
2_CELL27238_N1,NE_1,"NE, Neural cell"
2_CELL27261_N1,NE_3,"NE, Neural cell"
2_CELL27262_N1,GA_1,"GA, Gastrodermal cell"
2_CELL27272_N1,HA,"HA, Hair cell"
2_CELL27277_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27283_N1,SG_1,"SG, Stem/Germline cell"
2_CELL27295_N1,GA_3,"GA, Gastrodermal cell"
2_CELL27307_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL27327_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27332_N1,SG_3,"SG, Stem/Germline cell"
2_CELL27335_N1,GL_3,"GL, Gland cell"
2_CELL27342_N1,GA_4,"GA, Gastrodermal cell"
2_CELL27344_N1,GL_1,"GL, Gland cell"
2_CELL27350_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL27353_N1,NE_2,"NE, Neural cell"
2_CELL27378_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27387_N1,GA_1,"GA, Gastrodermal cell"
2_CELL27413_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27423_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL27429_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27436_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL27438_N1,NE_2,"NE, Neural cell"
2_CELL27460_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL27477_N1,NE_4,"NE, Neural cell"
2_CELL27500_N1,NE_2,"NE, Neural cell"
2_CELL27512_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL27516_N1,NE_1,"NE, Neural cell"
2_CELL27520_N1,NE_4,"NE, Neural cell"
2_CELL27535_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL27548_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27549_N1,HA,"HA, Hair cell"
2_CELL27552_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27591_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27601_N1,NE_1,"NE, Neural cell"
2_CELL27602_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27621_N1,GA_2,"GA, Gastrodermal cell"
2_CELL27623_N1,HA,"HA, Hair cell"
2_CELL27625_N1,CN_4,"CN, Cnidocytes/Nematocyte cell"
2_CELL27635_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27641_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27644_N1,SG_1,"SG, Stem/Germline cell"
2_CELL27652_N1,EM_3,"EM, Epidermal/Muscle cell"
2_CELL27679_N1,NE_2,"NE, Neural cell"
2_CELL27713_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27721_N1,NE_2,"NE, Neural cell"
2_CELL27727_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27730_N1,GA_3,"GA, Gastrodermal cell"
2_CELL27737_N1,GA_1,"GA, Gastrodermal cell"
2_CELL27741_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27756_N1,HA,"HA, Hair cell"
2_CELL27777_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27798_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27810_N1,GA_1,"GA, Gastrodermal cell"
2_CELL27829_N1,SG_1,"SG, Stem/Germline cell"
2_CELL27851_N1,EM_2,"EM, Epidermal/Muscle cell"
2_CELL27855_N1,GA_1,"GA, Gastrodermal cell"
2_CELL27871_N1,NE_1,"NE, Neural cell"
2_CELL27878_N1,EM_1,"EM, Epidermal/Muscle cell"
2_CELL27885_N1,CN_1,"CN, Cnidocytes/Nematocyte cell"
2_CELL27902_N1,GA_4,"GA, Gastrodermal cell"
2_CELL27925_N1,HA,"HA, Hair cell"
2_CELL27926_N1,HA,"HA, Hair cell"
2_CELL27943_N1,CN_3,"CN, Cnidocytes/Nematocyte cell"
2_CELL27953_N1,EM_1,"EM, Epidermal/Muscle cell"
